Temperature,Humidity,Measure1,Measure2,Measure3,Measure4,Measure5,Failure
65,78,580,2,0,976,198,No
66,78,1792,2,1,953,1150,No
66,81,791,2,2,1526,1262,No
68,85,1162,0,0,1833,1349,No
65,78,494,3,1,710,510,No
66,85,1672,0,0,1862,263,No
63,82,1513,3,0,269,615,No
61,85,435,1,2,1723,670,No
68,86,777,0,2,739,1105,No
67,81,1407,2,1,1126,1225,No
67,85,206,1,1,537,173,No
64,78,878,2,1,987,853,No
62,86,600,0,2,1785,1396,No
60,87,1142,3,0,863,811,No
65,80,1920,1,0,1351,1962,No
63,84,631,2,1,1771,1384,No
66,87,854,1,1,522,1952,No
67,88,1653,3,0,1883,1598,No
68,77,926,1,0,1966,1758,No
68,77,439,2,2,209,595,No
68,79,975,2,1,247,1647,No
64,83,357,0,2,841,1205,No
66,77,818,2,1,1570,954,No
63,81,1417,0,0,1194,1236,No
61,85,1959,1,2,1275,722,No
62,88,507,0,2,1907,206,No
65,81,1723,2,0,632,634,No
62,81,507,1,2,1767,371,No
66,81,922,1,0,1916,1519,No
67,86,1824,2,2,1375,937,No
66,80,1344,0,2,373,477,No
63,88,1993,2,0,693,288,No
60,85,1588,1,2,203,496,No
60,83,1829,2,2,1360,648,No
60,83,411,3,2,603,243,No
65,85,977,3,0,786,1397,No
66,84,1569,0,0,258,1143,No
65,81,1193,3,1,451,1312,No
66,83,1766,0,2,979,400,No
67,81,497,0,1,920,1580,No
63,86,310,3,2,645,1797,No
61,83,1714,1,1,1282,436,No
65,85,904,0,1,1821,1743,No
68,83,1977,0,2,506,1212,No
65,83,757,1,0,358,1226,No
67,78,172,0,2,1371,1678,No
61,84,743,0,0,731,1788,No
61,82,779,0,0,1819,630,No
67,78,279,3,2,1322,1838,No
66,78,249,2,1,492,1080,No
66,87,1613,0,0,944,1391,No
66,82,1766,1,2,411,1460,No
64,80,1646,2,2,319,628,No
61,77,905,2,1,1152,1976,No
64,79,1714,3,1,1578,1249,No
64,77,632,1,1,1360,453,No
62,77,206,2,2,1139,509,No
63,88,1723,0,1,384,934,No
68,82,1271,3,1,1687,410,No
60,77,1314,3,0,2010,847,No
61,79,765,0,1,1510,1894,No
60,85,440,1,0,872,1660,No
65,78,2006,1,2,1460,1668,No
62,77,1256,3,2,432,1676,No
66,77,1873,0,0,813,1377,No
62,81,1189,0,0,740,668,No
66,86,1637,2,0,1646,506,No
65,85,1317,2,1,786,786,No
61,81,516,1,2,787,765,No
60,87,1699,1,1,1101,1872,No
66,84,435,2,1,1108,383,No
62,83,1242,0,0,180,1150,No
62,79,876,1,2,1355,1622,No
67,88,1707,1,2,730,1910,No
68,77,1014,2,2,787,773,No
68,84,789,2,0,658,1939,No
66,88,1849,3,2,856,212,No
64,82,1686,3,2,1273,281,No
60,84,1699,2,2,540,1239,No
62,80,1448,1,2,1628,1106,No
66,88,1018,3,1,1352,1992,No
65,85,1399,0,1,504,1582,No
60,85,532,1,0,727,1718,No
62,86,795,0,2,319,333,No
61,79,1245,3,1,962,501,No
67,85,1282,1,2,532,556,No
63,78,344,1,1,1168,1603,No
66,84,810,1,0,1590,1061,No
60,87,1061,0,0,358,1915,No
62,83,773,0,0,1143,658,No
63,83,1842,2,0,174,1112,No
66,88,1845,0,2,1936,1926,No
63,86,746,3,0,1837,603,No
68,85,1393,3,0,2001,1592,No
61,78,359,0,0,161,1050,No
66,86,1587,1,1,480,1690,No
65,86,1876,0,0,955,1423,No
60,82,1093,3,0,1794,227,No
67,77,315,2,0,512,894,No
64,82,157,2,2,587,1603,No
60,88,1162,0,1,1487,1825,No
61,80,1323,0,2,1577,884,No
61,78,1115,1,0,791,1989,No
67,77,1106,3,2,1486,294,No
63,87,1531,0,2,877,1930,No
62,85,708,3,0,1260,1748,No
60,84,1881,1,2,1926,1006,No
63,83,1684,2,1,883,1281,No
63,84,1813,2,2,692,956,No
61,86,875,0,0,1060,255,No
67,83,613,0,1,1328,1643,No
68,78,1919,3,0,1467,990,No
62,80,1956,0,1,1367,1347,No
63,78,1188,2,1,875,328,Yes
65,78,580,3,2,917,871,No
66,78,549,1,0,1562,732,No
68,77,1698,2,2,234,1586,No
63,79,1541,0,2,1240,936,No
60,88,991,1,0,565,428,No
68,88,823,2,0,1469,287,No
60,84,648,3,0,862,638,No
68,85,1735,3,0,1074,1999,No
65,78,1596,3,0,1981,644,No
68,80,186,3,0,915,1779,No
61,81,516,0,2,1382,1589,No
61,82,1223,2,1,1942,1084,No
68,79,548,1,1,1697,530,No
63,82,1565,2,1,218,1510,No
65,78,1550,3,2,457,882,No
68,83,958,0,0,1013,510,No
67,86,1026,0,0,1746,198,No
65,82,325,0,1,535,1377,No
60,79,1205,0,2,1965,924,No
67,86,1487,3,1,1418,1812,No
61,80,296,3,1,445,913,No
60,80,1097,3,0,1086,805,No
68,87,682,0,2,425,185,No
67,87,1832,1,0,1503,1081,No
66,83,1344,3,0,1221,1609,No
68,83,1921,3,2,655,1298,No
60,77,433,1,0,169,619,No
67,84,436,1,0,1505,726,No
68,81,1268,0,2,831,1340,No
65,85,777,1,0,654,277,No
62,84,1840,1,1,1525,561,No
61,86,278,0,1,639,435,No
60,78,1361,3,2,1418,1087,No
65,79,873,2,0,609,1978,No
62,77,1647,3,0,646,848,No
64,84,604,0,0,536,1112,No
68,87,1128,3,1,1960,778,No
60,77,177,0,1,1689,418,No
64,84,2009,2,0,493,642,No
60,86,1731,3,2,796,889,No
65,85,1356,2,1,758,903,No
68,81,1296,2,0,1729,946,No
66,82,1051,2,1,707,422,No
62,78,1445,3,1,472,1704,No
60,77,1402,2,2,1492,709,No
67,88,1494,0,1,1793,1703,No
65,84,1834,3,1,757,1551,No
66,87,1210,1,1,1666,1598,No
65,81,1765,3,1,1684,1182,No
67,85,1976,0,1,1639,1047,No
63,80,1888,0,0,1275,1034,No
61,77,1717,0,2,1356,1640,No
66,83,1448,0,1,665,1863,No
64,78,292,2,0,234,1644,No
63,75,1615,1,0,1351,298,No
62,87,194,0,2,171,1837,No
68,87,1274,3,0,1607,1563,No
67,84,258,0,2,934,1832,No
63,77,1750,0,1,1301,338,No
62,85,1882,0,1,747,1227,No
64,81,738,1,1,1154,1336,No
64,86,1807,1,1,935,1241,No
62,79,1156,3,1,1601,1292,No
68,87,1447,0,2,1255,529,No
62,79,1371,1,1,678,1413,No
67,86,1263,3,2,974,1427,No
68,83,1570,0,0,939,576,No
60,88,387,2,0,976,999,No
60,81,1862,1,1,1920,385,No
66,82,376,3,1,207,623,No
60,80,1955,0,1,1122,1594,No
60,84,803,1,2,747,1783,No
66,77,1424,1,1,1906,721,No
63,79,1108,0,0,1946,1886,No
65,86,1483,2,1,774,766,No
65,85,1610,2,1,858,570,No
67,86,271,0,2,1189,1071,No
63,77,1372,3,0,1146,798,No
64,77,272,1,0,1099,2008,No
64,86,1321,3,0,1152,727,No
65,85,1333,2,0,759,745,No
63,86,1456,3,1,1333,1282,No
68,77,774,0,1,752,1673,No
62,78,1593,1,1,159,990,No
62,78,797,1,0,779,1556,No
61,85,1292,0,0,207,596,No
68,88,1581,3,0,1667,781,No
67,77,522,1,2,911,395,No
63,86,471,3,1,1892,1760,No
61,81,295,3,1,1057,1101,No
67,88,641,0,2,1415,1558,No
60,80,865,0,1,731,1958,No
61,83,405,0,2,1357,592,No
67,82,905,3,1,1174,503,No
61,87,1548,0,2,242,1391,No
64,88,595,1,2,1651,1261,No
63,85,1220,0,0,1177,978,No
65,79,1594,0,1,1069,1775,No
65,82,243,3,2,787,954,No
64,88,655,1,2,1961,1631,No
62,86,1294,0,1,464,1975,No
63,82,1515,0,0,990,848,No
62,87,991,2,1,1803,893,No
63,82,1434,3,1,1191,556,No
64,88,355,2,0,629,1044,No
65,85,916,0,2,1172,1479,No
63,87,1719,1,0,1206,914,No
66,85,980,2,0,1351,1392,No
60,82,188,0,2,279,997,No
63,87,1786,1,0,1546,1320,No
61,80,881,0,2,1585,1693,No
62,78,1340,0,2,1361,415,No
61,81,961,1,1,1087,1232,No
63,79,1246,1,0,1028,1099,No
66,84,891,2,0,640,430,No
63,81,1797,3,2,1405,702,No
67,84,1137,0,1,604,1473,No
63,78,356,3,0,776,1768,No
66,85,182,2,2,938,1906,No
67,85,1055,2,1,1828,1860,No
67,88,1321,2,2,965,1201,No
65,83,1696,1,1,1338,247,No
64,77,660,1,1,665,1155,No
67,79,246,0,2,199,1480,No
67,79,1733,3,1,1054,309,No
65,77,1789,2,2,1287,797,No
67,79,396,0,1,618,1088,No
61,88,202,2,1,606,1592,No
66,88,498,0,0,1558,1343,No
62,77,1135,3,1,1311,1276,No
64,87,445,2,2,1230,1694,No
67,80,1166,1,0,1299,176,No
66,78,496,3,1,480,1234,No
60,81,1997,1,1,1014,1057,No
62,78,1962,0,2,1866,1099,No
60,79,1628,2,1,508,865,No
63,77,1632,0,2,1695,649,No
63,78,1803,2,1,1478,730,No
60,77,1309,1,0,1722,1837,No
62,83,1795,0,1,1651,996,No
60,85,1139,3,2,255,1123,No
68,80,800,2,2,1517,1369,No
63,88,1781,2,0,1855,827,No
63,84,1420,3,0,955,1330,No
64,87,1690,3,0,1379,1119,No
64,85,820,2,1,1987,1515,No
61,80,1460,0,0,1277,1392,No
61,77,1718,0,0,1122,1491,No
61,84,1881,2,1,1196,828,No
66,85,621,2,2,1476,1356,No
61,85,1548,3,1,619,678,No
65,81,339,1,2,1615,1502,No
68,78,412,0,2,1806,556,No
60,87,1077,3,2,1295,183,No
60,85,1800,2,1,1296,1961,No
62,85,848,0,1,1099,386,No
67,88,486,2,1,313,244,No
63,78,1072,2,0,533,1254,No
64,81,1122,3,1,1370,471,No
63,78,1082,2,1,1210,626,No
60,84,1376,3,2,1042,1059,No
68,81,924,1,2,1803,1049,No
68,88,432,0,0,843,424,No
61,85,415,3,0,977,1908,No
65,81,1715,1,2,835,1640,No
62,82,1232,0,2,808,1336,No
63,80,579,3,0,1290,874,No
64,86,662,2,1,441,418,No
63,77,436,0,0,1195,1210,No
60,85,753,1,2,832,1601,No
60,84,686,0,0,156,1298,No
63,84,1274,3,1,720,1743,No
67,84,752,0,1,1934,452,No
60,83,1068,3,1,998,1632,No
63,82,1851,2,0,1830,1455,No
68,81,770,3,1,1648,1296,No
60,83,1052,1,0,1789,623,No
62,83,1891,1,1,1701,498,No
67,84,1073,1,1,1180,1321,No
63,81,1006,1,2,2004,1576,No
67,85,668,0,2,404,1077,No
61,80,633,3,0,229,984,No
64,85,1446,0,1,484,802,No
60,83,1898,2,1,1838,1101,No
62,85,642,2,0,983,1773,No
64,85,2003,0,2,257,1341,No
61,88,723,0,2,1745,1389,No
65,78,1847,0,1,336,1765,No
63,88,1731,3,1,245,1002,No
64,78,1935,1,1,570,1148,No
65,77,1387,3,1,1284,1516,No
60,85,1802,0,0,175,1704,No
64,77,1677,2,2,547,1063,No
61,88,1097,2,2,1112,1510,No
67,87,1037,1,0,734,1840,No
65,85,631,2,1,1546,1215,No
66,79,1112,3,2,1337,483,No
73,88,969,3,1,1014,494,No
68,85,1542,3,2,601,763,No
68,83,1821,0,0,1598,1406,No
61,88,320,3,0,1306,361,No
63,80,1293,1,2,1093,348,No
68,71,792,1,2,395,1838,No
62,88,1096,1,0,944,549,No
67,78,355,1,1,1921,1166,No
60,81,1965,3,2,759,1494,No
65,77,1878,2,2,1757,456,No
62,83,1662,3,0,1654,977,No
64,82,1874,3,0,397,1035,No
67,83,944,0,1,1620,670,No
61,81,1465,1,1,619,498,No
66,84,635,3,2,458,1479,No
66,83,990,2,1,1750,1855,No
60,82,1821,3,0,446,842,No
61,77,1267,1,2,1299,1496,No
66,78,197,1,0,1307,1579,No
67,77,1014,1,1,1371,597,No
68,83,468,0,2,352,847,No
65,85,1438,3,1,878,889,No
60,86,488,1,2,1368,156,No
60,81,1028,3,2,1996,676,No
62,82,1207,2,2,655,1120,No
65,84,1256,3,2,838,1677,No
68,82,901,2,1,1091,1196,No
67,80,567,1,1,1770,1495,No
60,77,939,2,1,1960,516,No
67,80,389,3,0,1530,755,No
62,77,1315,0,0,803,919,No
64,80,908,2,0,1839,1214,No
67,77,1358,1,0,795,1736,No
63,80,243,2,0,2002,547,No
62,79,720,0,1,1473,615,No
66,85,313,3,2,1217,619,No
64,86,600,1,2,1962,1527,No
68,81,1659,0,1,1844,731,No
62,78,437,2,1,1380,1898,No
68,78,1709,3,2,1214,1420,No
67,83,778,2,1,974,318,No
63,81,1372,3,1,1276,1010,No
68,87,469,2,0,1068,367,No
65,87,1110,0,1,395,590,No
62,83,742,0,0,263,1272,No
60,83,1230,1,0,1308,824,No
61,83,1831,1,1,1378,1864,No
63,81,1078,3,2,1655,1601,No
64,82,852,3,1,1433,420,No
64,80,1426,3,0,1071,1376,No
66,86,341,1,0,1287,1446,No
67,81,166,1,0,998,1007,No
63,81,1568,3,1,1653,732,No
61,83,826,3,0,990,1733,No
66,81,447,0,1,401,732,No
64,86,1491,0,1,1780,847,No
66,85,367,2,2,1491,445,No
63,80,1123,1,1,795,1032,No
68,82,605,2,1,1801,813,No
60,79,767,2,2,777,1383,No
63,85,708,1,2,1654,290,No
65,78,180,1,0,798,299,No
68,79,1988,0,2,1703,898,No
64,84,1509,2,2,1600,309,No
64,86,1389,0,2,1045,155,No
68,79,1698,1,2,568,591,No
67,81,209,3,0,742,352,No
67,87,260,2,0,988,1937,No
67,82,209,2,0,1469,1702,No
66,83,834,3,2,881,1566,No
63,83,1771,2,1,1169,914,No
62,85,1206,0,0,1088,1630,No
60,77,582,2,1,558,379,No
60,80,1931,1,0,1290,1601,No
65,84,1714,3,1,1141,1160,No
64,80,694,3,0,1244,185,No
65,78,292,0,1,191,1709,No
67,84,1946,0,0,1868,1445,No
66,81,274,1,2,1668,813,No
61,88,1271,2,1,1030,1788,No
64,77,970,2,0,1408,1940,No
60,78,320,3,2,322,412,No
67,87,1899,0,0,1803,395,No
61,80,536,1,0,1854,1273,No
67,85,1138,1,1,457,322,No
61,80,1176,1,2,1626,1564,No
66,87,1849,2,2,852,1480,No
66,81,868,0,1,1447,1920,No
61,83,558,2,2,1978,1600,No
61,79,911,0,2,1075,413,No
65,81,1929,3,1,1176,197,No
66,77,209,3,2,316,1813,No
68,84,1885,3,0,1594,591,No
66,85,771,1,0,807,1218,No
62,85,1580,1,2,708,225,No
64,85,804,0,1,1972,1542,No
66,78,610,3,1,1966,1274,No
66,83,1948,0,0,1249,1854,No
63,86,576,1,2,397,1662,No
68,88,1707,3,1,1724,340,No
63,79,499,2,0,844,967,No
66,85,494,2,1,186,1701,No
63,80,1213,3,1,1108,975,No
63,77,644,2,0,1495,1153,No
62,87,1847,2,0,417,198,No
61,80,589,3,1,1399,425,No
67,86,643,3,1,1267,664,No
60,84,932,3,2,1171,360,No
62,88,477,3,2,488,1387,No
67,87,1893,1,1,602,1423,No
62,80,516,1,0,1073,1673,No
61,84,234,3,0,971,1729,No
62,79,381,2,1,1943,1215,No
67,87,2010,2,2,742,706,No
68,83,1734,3,1,161,1118,No
67,87,668,3,1,880,1800,No
63,77,1722,3,2,285,1952,No
64,85,1952,2,1,631,645,No
64,79,1379,3,2,716,532,No
62,88,362,3,1,1379,911,No
67,83,1905,1,1,575,177,No
63,83,843,3,2,271,1306,No
64,78,298,2,0,1219,1897,No
62,85,1237,2,1,531,681,No
66,78,790,3,2,1936,1756,No
68,83,260,1,0,164,1793,No
64,82,1016,3,2,1470,786,No
64,83,882,0,2,1315,1085,No
61,77,514,3,2,1364,475,No
60,77,1249,3,1,553,757,No
62,83,1867,3,1,362,1111,No
63,82,1762,0,2,643,1271,No
63,80,1595,0,0,224,886,No
66,83,773,0,1,335,704,No
60,82,982,2,0,1602,833,No
60,85,1298,0,2,1847,1406,No
62,88,1989,1,2,1008,1450,No
67,77,1369,1,2,1069,900,No
67,79,218,3,2,1259,190,No
64,77,1429,1,1,1261,1034,No
61,86,224,0,2,1329,495,No
67,83,1089,0,0,679,771,No
68,77,1006,2,2,331,1193,No
62,88,1396,2,0,1547,1960,No
67,78,1790,3,2,791,1533,No
63,85,1415,3,2,1275,269,No
66,88,1753,1,2,1590,443,No
64,80,533,1,1,647,1184,No
67,80,1400,3,0,1932,2008,No
64,84,1805,0,0,1103,1637,No
61,86,914,3,1,1169,304,No
60,84,1132,0,0,667,1966,No
68,86,1036,2,2,1990,987,No
60,82,924,1,2,1613,952,No
65,88,163,1,2,1666,1046,No
72,72,831,2,0,920,1956,Yes
65,85,1558,0,2,1959,1219,No
68,71,706,1,1,1012,676,Yes
68,67,441,2,1,1715,1805,Yes
69,69,1975,1,1,1702,365,Yes
73,72,999,0,1,891,608,Yes
71,73,595,2,2,1645,837,Yes
64,82,1155,0,2,318,1575,No
67,86,1930,2,1,1090,713,No
68,83,1562,2,0,434,194,No
67,81,1775,0,2,282,1086,No
68,80,196,1,0,893,798,No
62,82,1497,0,2,758,504,No
62,81,601,2,0,615,1570,No
63,83,1196,1,1,723,397,No
63,81,1340,1,1,773,1792,No
61,86,1013,3,2,1388,1777,No
63,79,728,0,1,1132,1325,No
68,86,1205,2,2,1453,1934,No
68,86,786,1,2,1232,1008,No
60,85,1466,0,1,893,459,No
60,81,840,0,0,1236,518,No
62,79,895,3,0,893,690,No
65,83,510,0,0,1833,166,No
67,83,1849,1,2,1387,659,No
62,84,1616,0,1,1681,1000,No
66,85,1805,3,1,1809,1617,No
67,85,614,0,0,1656,1855,No
61,85,1111,0,1,722,1712,No
65,88,1057,1,0,158,161,No
66,87,878,2,1,466,298,No
61,87,1675,3,2,587,1298,No
67,84,1275,3,2,909,1077,No
65,82,1960,0,2,986,1730,No
66,87,1240,2,0,1794,354,No
60,83,890,0,2,947,1717,No
60,84,549,0,1,468,1043,No
63,77,1473,0,1,1086,1566,No
64,81,1479,1,2,1027,575,No
63,87,461,2,0,1596,916,No
67,78,800,2,1,1415,1138,No
67,81,293,0,0,431,1094,No
60,86,704,2,0,1193,186,No
61,86,1737,2,0,455,1288,No
66,82,1941,3,1,1729,571,No
66,80,1895,1,1,1173,1548,No
66,85,549,1,0,1946,444,No
66,79,1510,2,0,1585,1005,No
65,81,1139,3,1,1547,585,No
62,88,1145,1,0,960,1879,No
64,83,895,3,2,1329,532,No
60,79,1969,3,1,315,2005,No
67,88,383,1,1,245,395,No
63,80,1936,0,1,1516,1498,No
67,78,1940,1,1,999,688,No
64,81,871,2,0,648,1300,No
63,77,607,2,0,1445,888,No
66,83,908,0,2,1219,1917,No
68,81,1910,1,2,442,1866,No
65,86,790,1,1,949,1026,No
63,84,517,3,1,477,640,No
68,84,421,1,2,1500,1002,No
60,78,1479,1,2,1902,1193,No
65,82,2006,2,1,1664,1729,No
60,80,1899,3,2,1983,1508,No
66,81,516,0,1,1892,562,No
60,86,402,0,1,1035,430,No
64,79,1762,3,0,1096,1068,No
67,85,867,0,2,1457,1297,No
60,81,1914,3,0,931,1332,No
64,80,974,1,0,890,449,No
65,85,1180,3,2,219,432,No
63,84,1270,3,2,1962,741,No
67,77,1153,2,2,554,1738,No
63,77,920,3,1,654,556,No
65,81,1317,2,0,1536,1890,No
65,88,1257,1,1,1899,1559,No
63,77,716,0,0,860,1754,No
65,77,411,3,2,592,239,No
68,85,1082,1,2,1450,855,No
68,78,686,2,1,216,1171,No
62,79,997,2,1,303,338,No
65,78,1155,2,1,1359,1956,No
62,83,506,0,2,1661,199,No
67,79,1216,3,1,323,546,No
61,77,1289,3,1,894,1094,No
67,77,1772,3,2,1084,1362,No
60,78,231,3,2,758,310,No
65,81,1627,1,1,468,508,No
62,88,1750,0,1,155,317,No
62,78,375,2,0,681,263,No
60,84,530,0,2,713,1888,No
61,78,225,2,0,1845,442,No
60,78,404,1,2,938,856,No
64,83,1312,2,1,1122,1683,No
67,86,1876,0,0,485,1415,No
64,85,872,0,2,175,599,No
63,83,282,1,1,783,1850,No
63,78,943,0,0,1142,163,No
66,87,1957,1,1,717,1166,No
66,77,1510,0,1,825,1596,No
65,88,433,3,1,1445,1705,No
60,87,460,3,0,908,1578,No
67,84,434,1,1,1835,1914,No
68,77,884,0,2,1142,427,No
60,82,1034,2,0,1411,908,No
62,78,1766,0,0,1867,886,No
61,87,1554,3,0,548,742,No
61,87,1807,2,2,692,479,No
62,88,1281,2,0,1699,1787,No
63,80,1080,3,1,949,1931,No
62,77,1083,2,1,879,886,No
65,81,1566,2,1,1655,699,No
66,85,687,3,1,921,693,No
67,86,1854,1,0,705,653,No
68,78,1965,0,1,488,1537,No
67,81,413,0,0,1245,455,No
66,88,284,0,1,619,462,No
61,82,1377,2,0,600,417,No
64,85,1852,0,1,507,764,No
62,77,1384,0,1,875,1723,No
67,79,1840,3,0,809,1704,No
64,80,315,2,2,702,1515,No
62,78,1046,1,0,1639,257,No
63,88,1632,1,0,1372,1496,No
68,80,1664,0,0,1239,887,No
64,82,1721,2,2,1577,1612,No
64,80,1468,2,2,743,975,No
62,79,236,0,1,713,411,No
62,83,1967,3,2,1282,726,No
66,79,1935,0,2,1038,1795,No
60,77,1831,0,2,642,1069,No
66,80,350,0,1,757,1678,No
65,85,1031,1,2,458,1871,No
62,88,1909,0,1,1758,555,No
66,88,252,3,2,1784,777,No
60,84,1053,2,0,1616,861,No
67,82,831,1,1,1456,1087,No
60,79,1803,1,1,1370,1188,No
60,81,745,1,2,883,294,No
63,83,975,0,1,1143,956,No
68,77,1963,1,2,430,328,No
64,80,614,2,0,968,976,No
62,88,968,3,2,2004,155,No
63,88,831,3,1,2011,1685,No
64,80,1369,1,1,1756,1341,No
28,82,1686,3,2,1360,951,No
64,82,549,0,0,1565,1319,No
62,87,816,1,1,1449,540,No
65,80,500,1,1,1549,1643,No
63,81,712,2,1,167,170,No
67,77,1897,3,2,1860,1044,No
65,88,1182,0,1,1733,974,No
65,85,493,3,1,1922,1141,No
65,83,560,3,0,887,926,No
61,86,580,1,2,168,1338,No
60,83,339,0,0,1541,1446,No
64,83,1560,2,1,1064,661,No
64,86,769,2,2,1029,1650,No
60,86,645,0,2,473,220,No
66,87,945,3,1,1215,215,No
60,81,1733,2,0,1046,736,No
63,80,1597,3,2,1670,186,No
63,80,1494,0,0,1393,1651,No
65,81,974,0,0,1762,1373,No
64,88,1235,1,1,547,1247,No
68,84,900,2,0,581,1921,No
66,77,1866,2,1,1728,1536,No
64,86,1882,3,2,338,281,No
65,84,1478,1,0,1101,1661,No
60,81,1736,3,1,1575,1671,No
65,78,392,1,2,1483,532,No
61,77,1540,3,1,1451,1396,No
67,79,709,3,0,613,885,No
66,83,1641,2,1,1387,1053,No
66,82,1220,3,1,1730,991,No
62,79,981,1,0,1580,455,No
68,81,387,1,0,957,1795,No
64,84,877,0,0,501,1256,No
64,82,246,2,0,437,1829,No
67,83,551,1,2,1027,1172,No
67,86,1648,0,2,1025,868,No
64,81,991,0,2,1602,1032,No
64,83,1871,2,0,819,697,No
66,88,345,2,1,535,1941,No
67,86,1252,2,2,1247,1125,No
62,81,506,0,2,669,1367,No
63,81,542,2,2,824,734,No
66,77,973,0,0,559,585,No
67,84,1527,3,1,1635,1730,No
62,88,1395,3,2,1512,1665,No
68,81,1151,2,1,1527,1247,No
66,83,171,0,1,1206,1946,No
60,80,226,3,0,269,1886,No
65,81,236,2,0,1238,1866,No
67,78,380,3,1,1028,931,No
63,82,1913,3,1,1691,1005,No
60,79,388,2,2,295,471,No
63,83,1418,1,0,762,858,No
64,81,163,2,0,1515,559,No
68,80,365,0,1,1757,1452,No
63,88,1084,2,2,1487,732,No
68,79,1018,0,0,743,1124,No
60,82,557,1,0,1628,1170,No
62,87,1969,0,1,771,1096,No
66,80,1912,0,2,1885,1787,No
68,82,432,3,2,1089,1475,No
68,80,1957,2,2,1549,825,No
64,77,375,2,2,1679,1427,No
68,86,357,3,0,1951,160,No
66,77,1104,0,2,750,1697,No
60,80,653,2,1,1604,500,No
63,77,985,0,0,557,1200,No
68,81,903,3,2,1595,730,No
66,80,377,0,0,1450,1657,No
66,88,1288,1,1,477,1793,No
67,83,478,1,1,460,840,No
63,80,1829,2,2,1533,920,No
61,80,1340,1,1,1935,1392,No
65,84,708,0,0,906,402,No
63,82,1817,1,1,1468,811,No
67,83,1928,1,0,241,853,No
61,86,1778,3,2,410,945,No
66,81,369,1,2,1012,1239,No
60,84,1454,2,0,746,574,No
64,80,342,3,1,186,399,No
68,79,497,2,0,1561,416,No
63,79,1561,0,1,1674,1367,No
66,81,1372,3,0,699,750,No
66,87,1350,2,2,1666,1120,No
63,82,459,2,0,1292,1104,No
65,85,1105,1,1,988,1602,No
63,87,1160,0,0,652,1263,No
67,80,1302,3,1,1848,1208,No
65,87,997,0,0,1903,386,No
62,80,1163,3,0,1867,1297,No
61,83,160,3,0,1685,1872,No
60,84,1363,1,0,1165,1749,No
65,77,1822,1,0,829,1343,No
62,87,2002,0,1,326,583,No
64,85,378,1,2,234,218,No
64,77,1469,2,1,457,1860,No
61,77,577,0,0,990,890,No
66,86,329,1,0,640,846,No
61,80,1281,1,1,1257,939,No
65,77,1251,1,1,599,1607,No
65,81,302,2,0,870,1283,No
65,83,1882,1,0,805,739,No
65,86,579,3,0,549,1418,No
68,88,1968,2,1,541,1905,No
67,80,2001,0,1,885,1624,No
65,82,1462,2,0,1480,1484,No
60,82,253,2,1,645,1931,No
67,81,1487,0,0,344,1697,No
61,82,1888,0,1,370,1261,No
68,81,207,1,0,1695,1555,No
67,81,994,0,1,1419,1268,No
61,81,2010,3,1,394,1185,No
63,81,1967,1,1,1718,619,No
64,80,782,0,2,1459,1631,No
65,82,458,2,1,1461,677,No
63,85,918,2,2,1789,311,No
63,84,1107,0,0,1526,846,No
64,83,431,2,1,1873,929,No
63,82,243,2,1,689,454,No
62,84,1613,2,1,1563,657,No
68,85,1389,3,0,1891,315,No
60,79,869,1,0,1220,1724,No
62,85,1992,3,1,412,515,No
66,79,1823,0,0,310,347,No
68,80,264,3,1,1062,818,No
65,85,1885,2,0,474,686,No
62,86,674,2,1,405,1346,No
68,81,1716,2,1,1849,1311,No
64,80,1523,0,1,1668,600,No
62,80,1520,0,0,171,611,No
60,81,1153,1,2,988,2005,No
62,78,435,0,0,841,1991,No
62,82,1501,3,1,213,875,No
68,79,1195,2,2,1263,871,No
63,85,957,2,1,1171,1631,No
66,87,1085,2,2,264,1612,No
68,77,354,2,2,335,1820,No
63,84,723,0,2,752,622,No
63,86,807,0,1,1395,1505,No
68,77,682,0,2,1999,345,No
66,78,232,1,2,541,1464,No
68,77,852,1,1,702,1474,No
64,80,1159,3,2,1676,1778,No
66,77,850,3,1,740,458,No
61,77,988,3,0,1309,1119,No
68,83,1408,0,0,1998,532,No
62,79,1434,0,0,1913,889,No
62,87,281,2,0,918,279,No
61,84,372,0,0,683,1500,No
67,83,1596,2,1,352,674,No
67,78,1969,2,2,1553,1067,No
62,88,635,2,0,770,710,No
68,86,1353,1,2,2010,1599,No
66,84,1188,0,0,812,267,No
60,86,1623,1,0,865,1511,No
64,85,1705,3,1,1026,589,No
62,83,977,1,2,246,630,No
60,84,978,0,0,1961,1449,No
63,88,991,3,0,1641,1494,No
63,83,1373,1,2,1598,1239,No
65,87,392,3,0,1371,802,No
68,85,1430,2,2,621,274,No
65,79,1210,0,1,1210,815,No
60,78,381,3,1,1041,427,No
65,88,1829,1,2,220,1715,No
60,79,1276,0,0,513,620,No
61,78,1990,1,0,609,328,No
65,80,1338,0,1,274,498,No
62,77,1275,3,1,477,1051,No
64,87,1154,2,0,1935,1304,No
65,87,1372,1,0,390,743,No
68,82,1521,1,2,568,662,No
60,86,1555,1,1,1168,1058,No
65,79,1576,0,2,1193,618,No
61,88,321,3,1,315,531,No
62,86,805,3,2,1247,269,No
66,80,992,3,1,743,1337,No
65,88,1758,3,0,1016,262,No
66,81,685,0,2,374,325,No
